query,label
SELECT * FROM  cast_info AS ci WHERE ci.person_id=172968,0.006720032838249546
"SELECT * FROM  title AS t, movie_info AS mi WHERE t.id=mi.movie_id AND t.kind_id<3 AND t.production_year=2008 AND mi.info_type_id>2",0.006958920819698061
"SELECT * FROM  title AS t, cast_info AS ci WHERE t.id=ci.movie_id AND ci.person_id<3194645",0.13665377910093868
"SELECT * FROM  title AS t, cast_info AS ci, movie_info AS mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND ci.person_id=1742124 AND ci.role_id>2 AND mi.info_type_id<7",0.012720174533773103
"SELECT * FROM  title AS t, cast_info AS ci, movie_info_idx AS mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year>0 AND ci.role_id=2 AND mi_idx.info_type_id=101",0.017440683663474295
"SELECT * FROM  title AS t, movie_companies AS mc WHERE t.id=mc.movie_id AND t.production_year<2000 AND mc.company_id=160 AND mc.company_type_id=2",0.00024269069687347296
"SELECT * FROM  title AS t, movie_companies AS mc, movie_info_idx AS mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mc.company_id<77942 AND mc.company_type_id>1",0.011003670744525854
SELECT * FROM  movie_keyword AS mk WHERE mk.keyword_id<71692,0.0019394763040162008
"SELECT * FROM  title AS t, cast_info AS ci, movie_info_idx AS mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>681261 AND ci.role_id>1 AND mi_idx.info_type_id=99",0.03678838339392147
SELECT * FROM  movie_companies AS mc WHERE mc.company_id<9749 AND mc.company_type_id>1,0.0009479949029198484
"SELECT * FROM  title AS t, movie_companies AS mc, movie_keyword AS mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_id=43268 AND mk.keyword_id<2560",0.00136578800525233
SELECT * FROM  cast_info AS ci WHERE ci.person_id>1278953 AND ci.role_id<2,0.020652854056794904
"SELECT * FROM  title AS t, movie_keyword AS mk WHERE t.id=mk.movie_id AND mk.keyword_id<1029",0.009716066998703785
"SELECT * FROM  title AS t, movie_companies AS mc, movie_info AS mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id<7 AND mc.company_id>83328 AND mi.info_type_id<8",0.015231660993395344
"SELECT * FROM  title AS t, movie_companies AS mc, movie_info_idx AS mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year=1994 AND mc.company_id>50785 AND mc.company_type_id>1",0.0015950912075109213
SELECT * FROM  movie_companies AS mc WHERE mc.company_id<80833 AND mc.company_type_id=1,0.0010831499710929084
"SELECT * FROM  title AS t, cast_info AS ci WHERE t.id=ci.movie_id AND ci.person_id<2945474 AND ci.role_id=2",0.05531234611642389
SELECT * FROM  movie_keyword AS mk WHERE mk.keyword_id>2237,0.0018741362941401135
"SELECT * FROM  title AS t, movie_companies AS mc WHERE t.id=mc.movie_id AND t.kind_id>4 AND t.production_year<2004 AND mc.company_id<5363",0.004110364246566217
"SELECT * FROM  title AS t, movie_companies AS mc, movie_info_idx AS mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year=2013 AND mc.company_id<239 AND mc.company_type_id<2",0.001539481200751877
"SELECT * FROM  title AS t, movie_keyword AS mk WHERE t.id=mk.movie_id AND mk.keyword_id=62398",0.0006172985062116253
"SELECT * FROM  title AS t, movie_companies AS mc WHERE t.id=mc.movie_id AND mc.company_id<213849 AND mc.company_type_id>1",0.014885162081950872
"SELECT * FROM  title AS t, cast_info AS ci WHERE t.id=ci.movie_id AND ci.person_id>284738",0.14139318885582133
"SELECT * FROM  title AS t, movie_keyword AS mk WHERE t.id=mk.movie_id AND mk.keyword_id<80578",0.023417750890577665
"SELECT * FROM  title AS t, movie_info AS mi, movie_info_idx AS mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.production_year>1978 AND mi.info_type_id=3",0.018327442477125186
"SELECT * FROM  title AS t, movie_companies AS mc, movie_info AS mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id<4 AND t.production_year=1966 AND mc.company_id<7563 AND mc.company_type_id=2 AND mi.info_type_id>6",0.006356047890247027
SELECT * FROM  cast_info AS ci WHERE ci.person_id<1436321,0.017185934001985887
"SELECT * FROM  title AS t, cast_info AS ci WHERE t.id=ci.movie_id AND ci.person_id=2610477 AND ci.role_id<3",0.008234115987747316
"SELECT * FROM  title AS t, movie_companies AS mc WHERE t.id=mc.movie_id AND mc.company_id=43276 AND mc.company_type_id>1",0.0006023404417182601
SELECT * FROM  movie_companies AS mc WHERE mc.company_id>1127 AND mc.company_type_id=1,0.001014437538909255
"SELECT * FROM  title AS t, movie_companies AS mc WHERE t.id=mc.movie_id AND t.production_year<1996",0.011597346158592616
"SELECT * FROM  title AS t, movie_info_idx AS mi_idx, movie_keyword AS mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year=2008 AND mi_idx.info_type_id=101",0.002798368259651948
"SELECT * FROM  title AS t, cast_info AS ci WHERE t.id=ci.movie_id AND t.kind_id>1 AND ci.person_id<2769705 AND ci.role_id<3",0.08821733950453983
"SELECT * FROM  title AS t, movie_info_idx AS mi_idx, movie_keyword AS mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mk.keyword_id>40491",0.011529811653817825
"SELECT * FROM  title AS t, movie_keyword AS mk WHERE t.id=mk.movie_id AND t.production_year<2007 AND mk.keyword_id>19735",0.006608898883354936
"SELECT * FROM  title AS t, movie_info_idx AS mi_idx, movie_keyword AS mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mi_idx.info_type_id=100 AND mk.keyword_id>430",0.012512601133942846
